

Cross section per integration channel:
          P0_dxu_wpz                1   2.18214467e-05    1.3223e-07       0.6060%  
          P0_dxu_wpz                1   2.18906271e-05    1.3168e-07       0.6015%  
          P0_dxu_wpz                1   2.19312636e-05    1.3168e-07       0.6004%  
          P0_udx_wpz                1   2.19939772e-05    1.3152e-07       0.5980%  
          P0_dxu_wpz                1   2.19867232e-05    1.3099e-07       0.5958%  
          P0_udx_wpz                1   2.18869434e-05    1.3086e-07       0.5979%  
          P0_udx_wpz                1   2.20015098e-05    1.3085e-07       0.5947%  
          P0_dxu_wpz                1   2.19635169e-05    1.3080e-07       0.5955%  
          P0_udx_wpz                1   2.18725979e-05    1.3078e-07       0.5979%  
          P0_udx_wpz                1   2.18210345e-05    1.3076e-07       0.5992%  
          P0_udx_wpz                1   2.20396787e-05    1.3049e-07       0.5921%  
          P0_dxu_wpz                1   2.18977818e-05    1.2933e-07       0.5906%  
          P0_udx_wpz                1   2.17684613e-05    1.2913e-07       0.5932%  
          P0_udx_wpz                1   2.18847705e-05    1.2893e-07       0.5891%  
          P0_dxu_wpz                1   2.19039784e-05    1.2881e-07       0.5881%  
          P0_udx_wpz                1   2.19142034e-05    1.2881e-07       0.5878%  
          P0_dxu_wpz                1   2.19173171e-05    1.2863e-07       0.5869%  
          P0_dxu_wpz                1   2.16651863e-05    1.2851e-07       0.5932%  
          P0_dxu_wpz                1   2.16627809e-05    1.2812e-07       0.5914%  
          P0_udx_wpz                1   2.16885195e-05    1.2782e-07       0.5893%  
          P0_dxu_wpz                1   2.19638627e-05    1.2735e-07       0.5798%  
          P0_dxu_wpz                1   2.18782853e-05    1.2632e-07       0.5774%  
          P0_dxu_wpz                1   2.16600575e-05    1.2592e-07       0.5813%  


ABS cross section per dir
          P0_udx_wpz   5.28001081e-04    6.5520e-07 
          P0_dxu_wpz   5.25500061e-04    6.4588e-07 


Cross section per dir
          P0_udx_wpz   4.82462415e-04    6.6992e-07 
          P0_dxu_wpz   4.82245690e-04    6.6003e-07 

Total ABS and 
Total: 
                      1.05350114e-03 +- 9.2003e-07  (8.7330e-02%)
                      9.64708105e-04 +- 9.4044e-07  (9.7484e-02%) 
